snr_db,pe,ber,se,sinr_db,crlb_R,crlb_v,type
-9.0,0.0006668016736838806,0.328365166072435,0.08749741991323817,-9.120120408374405,2.989346524016271,52.13006633677929,sweep
-9.0,0.024503612624501275,0.32318386966838625,0.10682703152307424,-8.19665969541269,2.989346524016271,52.13006633677929,sweep
-9.0,0.013491165565441627,0.329981125062262,0.08180565183328246,-9.42886170793363,2.989346524016271,52.13006633677929,sweep
-9.0,0.05816649368570458,0.3286142095106712,0.08660954864731851,-9.167009358867514,2.989346524016271,52.13006633677929,sweep
-9.0,0.008655840861639825,0.3321422328245694,0.07445372622747506,-9.859270348834594,2.989346524016271,52.13006633677929,sweep
-9.0,0.08258064639661143,0.3241912462330367,0.10294319006496341,-8.368886770584735,2.989346524016271,52.13006633677929,sweep
-9.0,0.04562610250582591,0.3198110486277195,0.12025505657960239,-7.64297884955571,2.989346524016271,52.13006633677929,sweep
-9.0,0.007030311211068563,0.32910232497292063,0.08488060726877855,-9.259632629108998,2.989346524016271,52.13006633677929,sweep
-9.0,0.05640159907137249,0.3266989552065367,0.0935364459661084,-8.812605865099806,2.989346524016271,52.13006633677929,sweep
-9.0,0.06892277117697301,0.3300854226050587,0.08144395875529883,-9.449161627970623,2.989346524016271,52.13006633677929,sweep
-9.0,0.032648582419474236,0.32494569504409326,0.1000736015264505,-8.500078376757724,2.989346524016271,52.13006633677929,sweep
-9.0,0.046583794383086886,0.33065965579256384,0.07946499974662256,-9.561765523490669,2.989346524016271,52.13006633677929,sweep
-9.0,0.004711818797348812,0.3246042576625907,0.1013681009870678,-8.440467071025594,2.989346524016271,52.13006633677929,sweep
-9.0,0.04329885330783562,0.3359159954763056,0.062350855909363824,-10.66493108349534,2.989346524016271,52.13006633677929,sweep
-9.0,0.00011417725822858024,0.3357132522254307,0.0629767831732774,-10.619731300887532,2.989346524016271,52.13006633677929,sweep
-9.0,0.04171314572917815,0.32673881897984947,0.09338997294167906,-8.819840578044616,2.989346524016271,52.13006633677929,sweep
-9.0,0.000594030518050934,0.32494647105117436,0.10007066732561862,-8.500214313027186,2.989346524016271,52.13006633677929,sweep
-9.0,0.04999874605528312,0.31155625956010613,0.15571148353566186,-6.416069310226905,2.989346524016271,52.13006633677929,sweep
-9.0,0.04367996889410051,0.31946575816915956,0.12166580000401868,-7.588175016497923,2.989346524016271,52.13006633677929,sweep
-9.0,0.0011808502951341608,0.33255302057485236,0.07309048273522763,-9.943498216112495,2.989346524016271,52.13006633677929,sweep
-9.0,0.00873744574810439,0.3322946348882917,0.07394667609594133,-9.89042557654709,2.989346524016271,52.13006633677929,sweep
